lon,lat,ACM
-122.962,41.928,3
-122.936,41.929,3
-122.909,41.93,3
-122.882,41.931,3
-122.855,41.931,3
-122.829,41.932,3
-122.802,41.933,3
-122.775,41.934,3
-122.748,41.935,3
-122.722,41.936,3
-122.695,41.936,3
-122.668,41.937,3
-122.641,41.938,3
-122.614,41.939,3
-122.588,41.94,3
-122.561,41.941,2
-122.534,41.941,3
-122.507,41.942,3
-122.48,41.943,3
-122.453,41.944,3
-122.427,41.945,3
-122.4,41.946,3
-122.373,41.946,3
-122.346,41.947,3
-122.319,41.948,3
-122.292,41.949,1
-122.265,41.95,1
-122.238,41.951,2
-122.212,41.952,1
-122.185,41.952,0
-122.158,41.953,0
-122.131,41.954,0
-122.104,41.955,0
-122.077,41.956,0
-122.05,41.957,0
-122.023,41.958,0
-121.996,41.959,0
-121.969,41.959,0
-121.942,41.96,0
-121.915,41.961,0
-121.888,41.962,0
-121.861,41.963,0
-121.834,41.964,0
-121.807,41.965,0
-121.78,41.966,1
-121.753,41.967,1
-121.726,41.967,3
-121.699,41.968,3
-121.672,41.969,3
-121.645,41.97,2
-121.618,41.971,0
-121.591,41.972,0
-121.564,41.973,0
-121.537,41.974,0
-121.51,41.975,0
-121.483,41.976,0
-121.456,41.976,0
-121.429,41.977,0
-121.402,41.978,0
-121.375,41.979,0
-121.348,41.98,0
-121.321,41.981,0
-121.294,41.982,0
-121.266,41.983,2
-121.239,41.984,2
-121.212,41.985,3
-121.185,41.986,3
-121.158,41.987,0
-121.131,41.988,0
-121.104,41.988,0
-121.076,41.989,3
-121.049,41.99,3
-121.022,41.991,3
-120.995,41.992,3
-120.968,41.993,3
-120.941,41.994,3
-120.913,41.995,3
-120.886,41.996,3
-120.859,41.997,3
-120.832,41.998,3
-120.805,41.999,3
-120.777,42.0,3
-124.985,41.842,3
-124.959,41.843,3
-124.933,41.844,3
-124.906,41.844,3
-124.88,41.845,3
-124.854,41.846,3
-124.827,41.846,3
-124.801,41.847,3
-124.775,41.848,3
-124.748,41.849,3
-124.722,41.849,3
-124.695,41.85,3
-124.669,41.851,3
-124.643,41.851,3
-124.616,41.852,3
-124.59,41.853,3
-124.563,41.853,3
-124.537,41.854,3
-124.511,41.855,3
-124.484,41.856,3
-124.458,41.856,3
-124.431,41.857,3
-124.405,41.858,3
-124.378,41.859,3
-124.352,41.859,3
-124.326,41.86,3
-124.299,41.861,3
-124.273,41.861,3
-124.246,41.862,3
-124.22,41.863,3
-124.193,41.864,3
-124.167,41.864,3
-124.14,41.865,3
-124.114,41.866,3
-124.087,41.867,3
-124.061,41.867,3
-124.034,41.868,3
-124.008,41.869,3
-123.981,41.87,3
-123.955,41.87,3
-123.928,41.871,3
-123.902,41.872,3
-123.875,41.873,3
-123.849,41.873,3
-123.822,41.874,3
-123.795,41.875,3
-123.769,41.876,3
-123.742,41.876,3
-123.716,41.877,3
-123.689,41.878,3
-123.663,41.879,3
-123.636,41.88,3
-123.609,41.88,3
-123.583,41.881,3
-123.556,41.882,3
-123.53,41.883,3
-123.503,41.883,3
-123.476,41.884,3
-123.45,41.885,3
-123.423,41.886,3
-123.397,41.887,3
-123.37,41.887,3
-123.343,41.888,3
-123.317,41.889,3
-123.29,41.89,3
-123.263,41.89,3
-123.237,41.891,3
-123.21,41.892,3
-123.183,41.893,3
-123.157,41.894,3
-123.13,41.894,2
-123.103,41.895,2
-123.077,41.896,2
-123.05,41.897,3
-123.023,41.898,2
-122.996,41.899,2
-122.97,41.899,3
-122.943,41.9,3
-122.916,41.901,3
-122.89,41.902,3
-122.863,41.903,3
-122.836,41.903,3
-122.809,41.904,3
-122.783,41.905,3
-122.756,41.906,3
-122.729,41.907,3
-122.702,41.908,3
-122.676,41.908,3
-122.649,41.909,3
-122.622,41.91,3
-122.595,41.911,3
-122.568,41.912,0
-122.542,41.913,0
-122.515,41.913,0
-122.488,41.914,1
-122.461,41.915,0
-122.434,41.916,3
-122.407,41.917,3
-122.381,41.918,3
-122.354,41.918,3
-122.327,41.919,1
-122.3,41.92,1
-122.273,41.921,3
-122.246,41.922,3
-122.219,41.923,3
-122.192,41.924,2
-122.166,41.924,0
-122.139,41.925,0
-122.112,41.926,0
-122.085,41.927,0
-122.058,41.928,0
-122.031,41.929,0
-122.004,41.93,0
-121.977,41.931,0
-121.95,41.931,0
-121.923,41.932,0
-121.896,41.933,0
-121.869,41.934,0
-121.842,41.935,0
-121.815,41.936,0
-121.789,41.937,1
-121.762,41.938,1
-121.735,41.939,2
-121.708,41.939,2
-121.681,41.94,1
-121.654,41.941,1
-121.627,41.942,0
-121.6,41.943,0
-121.572,41.944,1
-121.545,41.945,0
-121.518,41.946,0
-121.491,41.947,0
-121.464,41.948,0
-121.437,41.948,0
-121.41,41.949,2
-121.383,41.95,3
-121.356,41.951,3
-121.329,41.952,3
-121.302,41.953,3
-121.275,41.954,3
-121.248,41.955,3
-121.221,41.956,3
-121.193,41.957,3
-121.166,41.958,1
-121.139,41.959,0
-121.112,41.96,0
-121.085,41.96,1
-121.058,41.961,1
-121.031,41.962,2
-121.003,41.963,2
-120.976,41.964,2
-120.949,41.965,3
-120.922,41.966,3
-120.895,41.967,3
-120.868,41.968,3
-120.84,41.969,3
-120.813,41.97,3
-120.786,41.971,3
-120.759,41.972,3
-120.732,41.973,3
-120.704,41.974,3
-120.677,41.975,3
-120.65,41.976,3
-120.623,41.977,3
-120.595,41.978,3
-120.568,41.979,3
-120.541,41.98,3
-120.513,41.98,3
-120.486,41.981,3
-120.459,41.982,3
-120.432,41.983,3
-120.404,41.984,3
-120.377,41.985,3
-120.35,41.986,3
-120.322,41.987,3
-120.295,41.988,3
-120.268,41.989,3
-120.24,41.99,3
-120.213,41.991,3
-120.186,41.992,3
-120.158,41.993,3
-120.131,41.994,3
-120.103,41.995,3
-120.076,41.996,3
-120.049,41.997,3
-120.021,41.998,3
-119.994,41.999,3
-119.966,42.0,3
-124.992,41.814,3
-124.965,41.814,3
-124.939,41.815,3
-124.913,41.816,3
-124.886,41.816,3
-124.86,41.817,3
-124.834,41.818,3
-124.807,41.818,3
-124.781,41.819,3
-124.755,41.82,3
-124.728,41.821,3
-124.702,41.821,3
-124.675,41.822,3
-124.649,41.823,3
-124.623,41.823,3
-124.596,41.824,3
-124.57,41.825,3
-124.544,41.826,3
-124.517,41.826,3
-124.491,41.827,3
-124.464,41.828,3
-124.438,41.828,3
-124.411,41.829,3
-124.385,41.83,3
-124.359,41.831,3
-124.332,41.831,3
-124.306,41.832,3
-124.279,41.833,3
-124.253,41.833,3
-124.226,41.834,3
-124.2,41.835,3
-124.173,41.836,3
-124.147,41.836,3
-124.12,41.837,3
-124.094,41.838,3
-124.068,41.839,3
-124.041,41.839,3
-124.015,41.84,3
-123.988,41.841,3
-123.962,41.842,3
-123.935,41.842,3
-123.909,41.843,3
-123.882,41.844,3
-123.855,41.845,3
-123.829,41.845,3
-123.802,41.846,3
-123.776,41.847,3
-123.749,41.848,3
-123.723,41.848,3
-123.696,41.849,3
-123.67,41.85,3
-123.643,41.851,3
-123.616,41.852,3
-123.59,41.852,3
-123.563,41.853,3
-123.537,41.854,3
-123.51,41.855,3
-123.484,41.855,3
-123.457,41.856,3
-123.43,41.857,3
-123.404,41.858,3
-123.377,41.859,3
-123.35,41.859,3
-123.324,41.86,3
-123.297,41.861,3
-123.271,41.862,3
-123.244,41.863,3
-123.217,41.863,3
-123.191,41.864,3
-123.164,41.865,3
-123.137,41.866,3
-123.111,41.867,1
-123.084,41.867,3
-123.057,41.868,3
-123.031,41.869,3
-123.004,41.87,3
-122.977,41.871,2
-122.95,41.871,3
-122.924,41.872,3
-122.897,41.873,3
-122.87,41.874,3
-122.844,41.875,3
-122.817,41.875,3
-122.79,41.876,3
-122.763,41.877,3
-122.737,41.878,3
-122.71,41.879,3
-122.683,41.88,3
-122.656,41.88,2
-122.629,41.881,3
-122.603,41.882,3
-122.576,41.883,0
-122.549,41.884,0
-122.522,41.885,1
-122.496,41.885,3
-122.469,41.886,0
-122.442,41.887,0
-122.415,41.888,2
-122.388,41.889,3
-122.361,41.89,3
-122.335,41.891,3
-122.308,41.891,2
-122.281,41.892,3
-122.254,41.893,3
-122.227,41.894,3
-122.2,41.895,3
-122.173,41.896,2
-122.147,41.897,0
-122.12,41.897,0
-122.093,41.898,1
-122.066,41.899,0
-122.039,41.9,0
-122.012,41.901,0
-121.985,41.902,0
-121.958,41.903,0
-121.931,41.904,0
-121.904,41.904,0
-121.877,41.905,0
-121.85,41.906,0
-121.824,41.907,0
-121.797,41.908,0
-121.77,41.909,0
-121.743,41.91,0
-121.716,41.911,1
-121.689,41.911,1
-121.662,41.912,2
-121.635,41.913,2
-121.608,41.914,3
-121.581,41.915,2
-121.554,41.916,1
-121.527,41.917,0
-121.5,41.918,0
-121.473,41.919,0
-121.446,41.92,1
-121.418,41.921,3
-121.391,41.921,3
-121.364,41.922,3
-121.337,41.923,3
-121.31,41.924,3
-121.283,41.925,3
-121.256,41.926,3
-121.229,41.927,3
-121.202,41.928,3
-121.175,41.929,3
-121.148,41.93,3
-121.121,41.931,3
-121.093,41.932,3
-121.066,41.933,3
-121.039,41.933,3
-121.012,41.934,3
-120.985,41.935,3
-120.958,41.936,3
-120.931,41.937,3
-120.903,41.938,3
-120.876,41.939,3
-120.849,41.94,3
-120.822,41.941,3
-120.795,41.942,3
-120.767,41.943,3
-120.74,41.944,3
-120.713,41.945,3
-120.686,41.946,3
-120.659,41.947,3
-120.631,41.948,3
-120.604,41.949,3
-120.577,41.95,3
-120.55,41.951,3
-120.522,41.952,3
-120.495,41.953,3
-120.468,41.953,2
-120.44,41.954,3
-120.413,41.955,3
-120.386,41.956,3
-120.359,41.957,3
-120.331,41.958,3
-120.304,41.959,3
-120.277,41.96,3
-120.249,41.961,3
-120.222,41.962,3
-120.195,41.963,3
-120.167,41.964,3
-120.14,41.965,3
-120.112,41.966,3
-120.085,41.967,3
-120.058,41.968,3
-120.03,41.969,3
-120.003,41.97,3
-119.976,41.971,3
-119.948,41.972,3
-119.921,41.973,3
-119.893,41.974,3
-119.866,41.975,3
-119.838,41.976,3
-119.811,41.977,3
-119.784,41.978,3
-119.756,41.979,3
-119.729,41.98,3
-119.701,41.981,3
-119.674,41.982,3
-119.646,41.984,3
-119.619,41.985,3
-119.591,41.986,3
-119.564,41.987,3
-119.536,41.988,0
-119.509,41.989,0
-119.481,41.99,2
-119.453,41.991,3
-119.426,41.992,3
-119.398,41.993,3
-119.371,41.994,3
-119.343,41.995,3
-119.316,41.996,1
-119.288,41.997,1
-119.26,41.998,0
-119.233,41.999,0
-119.205,42.0,3
-124.998,41.785,3
-124.972,41.786,3
-124.945,41.786,3
-124.919,41.787,3
-124.893,41.788,3
-124.866,41.788,3
-124.84,41.789,3
-124.814,41.79,3
-124.787,41.79,3
-124.761,41.791,3
-124.735,41.792,3
-124.708,41.793,3
-124.682,41.793,3
-124.655,41.794,3
-124.629,41.795,3
-124.603,41.795,3
-124.576,41.796,3
-124.55,41.797,3
-124.524,41.798,3
-124.497,41.798,3
-124.471,41.799,3
-124.444,41.8,3
-124.418,41.8,3
-124.392,41.801,3
-124.365,41.802,3
-124.339,41.803,3
-124.312,41.803,3
-124.286,41.804,3
-124.259,41.805,3
-124.233,41.806,3
-124.207,41.806,3
-124.18,41.807,3
-124.154,41.808,3
-124.127,41.808,3
-124.101,41.809,3
-124.074,41.81,3
-124.048,41.811,3
-124.021,41.811,3
-123.995,41.812,3
-123.968,41.813,3
-123.942,41.814,3
-123.915,41.814,3
-123.889,41.815,3
-123.862,41.816,3
-123.836,41.817,3
-123.809,41.817,3
-123.783,41.818,3
-123.756,41.819,3
-123.73,41.82,3
-123.703,41.82,3
-123.677,41.821,3
-123.65,41.822,3
-123.623,41.823,3
-123.597,41.824,3
-123.57,41.824,3
-123.544,41.825,3
-123.517,41.826,3
-123.491,41.827,3
-123.464,41.827,3
-123.437,41.828,3
-123.411,41.829,3
-123.384,41.83,3
-123.358,41.831,3
-123.331,41.831,3
-123.304,41.832,3
-123.278,41.833,3
-123.251,41.834,3
-123.224,41.835,3
-123.198,41.835,3
-123.171,41.836,3
-123.145,41.837,3
-123.118,41.838,3
-123.091,41.839,3
-123.065,41.839,3
-123.038,41.84,3
-123.011,41.841,3
-122.984,41.842,2
-122.958,41.843,3
-122.931,41.843,3
-122.904,41.844,3
-122.878,41.845,3
-122.851,41.846,3
-122.824,41.847,3
-122.798,41.848,3
-122.771,41.848,3
-122.744,41.849,3
-122.717,41.85,3
-122.691,41.851,3
-122.664,41.852,3
-122.637,41.852,3
-122.61,41.853,3
-122.584,41.854,1
-122.557,41.855,2
-122.53,41.856,3
-122.503,41.857,2
-122.476,41.857,0
-122.45,41.858,1
-122.423,41.859,2
-122.396,41.86,1
-122.369,41.861,3
-122.342,41.862,3
-122.315,41.863,1
-122.289,41.863,1
-122.262,41.864,3
-122.235,41.865,3
-122.208,41.866,3
-122.181,41.867,3
-122.154,41.868,3
-122.127,41.869,0
-122.101,41.869,1
-122.074,41.87,0
-122.047,41.871,0
-122.02,41.872,0
-121.993,41.873,0
-121.966,41.874,0
-121.939,41.875,0
-121.912,41.876,0
-121.885,41.876,0
-121.858,41.877,0
-121.832,41.878,0
-121.805,41.879,0
-121.778,41.88,0
-121.751,41.881,0
-121.724,41.882,0
-121.697,41.883,0
-121.67,41.884,2
-121.643,41.884,3
-121.616,41.885,3
-121.589,41.886,3
-121.562,41.887,3
-121.535,41.888,3
-121.508,41.889,3
-121.481,41.89,3
-121.454,41.891,3
-121.427,41.892,3
-121.4,41.893,3
-121.373,41.893,3
-121.346,41.894,3
-121.319,41.895,3
-121.291,41.896,3
-121.264,41.897,3
-121.237,41.898,3
-121.21,41.899,3
-121.183,41.9,3
-121.156,41.901,3
-121.129,41.902,3
-121.102,41.903,3
-121.075,41.904,3
-121.048,41.905,3
-121.02,41.906,3
-120.993,41.906,3
-120.966,41.907,3
-120.939,41.908,3
-120.912,41.909,3
-120.885,41.91,3
-120.858,41.911,3
-120.83,41.912,3
-120.803,41.913,3
-120.776,41.914,3
-120.749,41.915,3
-120.722,41.916,3
-120.694,41.917,3
-120.667,41.918,3
-120.64,41.919,3
-120.613,41.92,3
-120.586,41.921,3
-120.558,41.922,3
-120.531,41.923,3
-120.504,41.924,3
-120.477,41.925,3
-120.449,41.926,3
-120.422,41.927,3
-120.395,41.928,3
-120.367,41.928,3
-120.34,41.929,3
-120.313,41.93,3
-120.286,41.931,3
-120.258,41.932,3
-120.231,41.933,3
-120.204,41.934,3
-120.176,41.935,3
-120.149,41.936,3
-120.122,41.937,3
-120.094,41.938,3
-120.067,41.939,3
-120.039,41.94,3
-120.012,41.941,3
-119.985,41.942,3
-119.957,41.943,3
-119.93,41.944,3
-119.902,41.945,3
-119.875,41.946,3
-119.848,41.947,3
-119.82,41.948,3
-119.793,41.949,3
-119.765,41.95,3
-119.738,41.951,3
-119.71,41.952,3
-119.683,41.954,3
-119.655,41.955,3
-119.628,41.956,3
-119.6,41.957,3
-119.573,41.958,1
-119.545,41.959,1
-119.518,41.96,0
-119.49,41.961,0
-119.463,41.962,2
-119.435,41.963,3
-119.408,41.964,3
-119.38,41.965,3
-119.353,41.966,3
-119.325,41.967,2
-119.298,41.968,0
-119.27,41.969,0
-119.242,41.97,0
-119.215,41.971,0
-119.187,41.972,3
-119.16,41.973,3
-119.132,41.974,3
-119.104,41.975,3
-119.077,41.977,3
-119.049,41.978,3
-119.021,41.979,3
-118.994,41.98,3
-118.966,41.981,2
-118.938,41.982,1
-118.911,41.983,3
-118.883,41.984,3
-118.855,41.985,3
-118.828,41.986,3
-118.8,41.987,3
-118.772,41.988,3
-118.745,41.989,3
-118.717,41.991,3
-118.689,41.992,3
-118.661,41.993,3
-118.634,41.994,3
-118.606,41.995,1
-118.578,41.996,0
-118.55,41.997,0
-118.522,41.998,3
-118.495,41.999,3
-118.467,42.0,3
-124.978,41.757,3
-124.951,41.758,3
-124.925,41.758,3
-124.899,41.759,3
-124.873,41.76,3
-124.846,41.76,3
-124.82,41.761,3
-124.794,41.762,3
-124.767,41.763,3
-124.741,41.763,3
-124.715,41.764,3
-124.688,41.765,3
-124.662,41.765,3
-124.636,41.766,3
-124.609,41.767,3
-124.583,41.767,3
-124.556,41.768,3
-124.53,41.769,3
-124.504,41.77,3
-124.477,41.77,3
-124.451,41.771,3
-124.425,41.772,3
-124.398,41.772,3
-124.372,41.773,3
-124.345,41.774,3
-124.319,41.775,3
-124.292,41.775,3
-124.266,41.776,3
-124.24,41.777,3
-124.213,41.778,3
-124.187,41.778,3
-124.16,41.779,3
-124.134,41.78,3
-124.107,41.781,3
-124.081,41.781,3
-124.055,41.782,3
-124.028,41.783,3
-124.002,41.783,3
-123.975,41.784,3
-123.949,41.785,3
-123.922,41.786,3
-123.896,41.786,3
-123.869,41.787,3
-123.843,41.788,3
-123.816,41.789,3
-123.79,41.79,3
-123.763,41.79,3
-123.737,41.791,3
-123.71,41.792,3
-123.684,41.793,3
-123.657,41.793,3
-123.63,41.794,3
-123.604,41.795,3
-123.577,41.796,3
-123.551,41.796,3
-123.524,41.797,3
-123.498,41.798,3
-123.471,41.799,3
-123.444,41.8,3
-123.418,41.8,3
-123.391,41.801,3
-123.365,41.802,3
-123.338,41.803,3
-123.312,41.803,3
-123.285,41.804,3
-123.258,41.805,3
-123.232,41.806,3
-123.205,41.807,3
-123.178,41.807,3
-123.152,41.808,3
-123.125,41.809,3
-123.098,41.81,3
-123.072,41.811,3
-123.045,41.811,3
-123.018,41.812,3
-122.992,41.813,3
-122.965,41.814,3
-122.938,41.815,3
-122.912,41.815,3
-122.885,41.816,3
-122.858,41.817,3
-122.832,41.818,3
-122.805,41.819,3
-122.778,41.82,3
-122.752,41.82,3
-122.725,41.821,3
-122.698,41.822,3
-122.671,41.823,3
-122.645,41.824,3
-122.618,41.825,3
-122.591,41.825,1
-122.564,41.826,3
-122.538,41.827,3
-122.511,41.828,3
-122.484,41.829,2
-122.457,41.83,1
-122.43,41.83,0
-122.404,41.831,1
-122.377,41.832,3
-122.35,41.833,3
-122.323,41.834,2
-122.296,41.835,0
-122.27,41.836,3
-122.243,41.836,3
-122.216,41.837,3
-122.189,41.838,3
-122.162,41.839,3
-122.135,41.84,3
-122.108,41.841,1
-122.082,41.842,0
-122.055,41.842,0
-122.028,41.843,0
-122.001,41.844,0
-121.974,41.845,0
-121.947,41.846,0
-121.92,41.847,0
-121.893,41.848,0
-121.866,41.849,0
-121.84,41.849,0
-121.813,41.85,0
-121.786,41.851,0
-121.759,41.852,0
-121.732,41.853,0
-121.705,41.854,0
-121.678,41.855,1
-121.651,41.856,3
-121.624,41.857,3
-121.597,41.857,2
-121.57,41.858,2
-121.543,41.859,3
-121.516,41.86,3
-121.489,41.861,3
-121.462,41.862,3
-121.435,41.863,3
-121.408,41.864,2
-121.381,41.865,1
-121.354,41.866,1
-121.327,41.866,3
-121.3,41.867,3
-121.273,41.868,1
-121.246,41.869,1
-121.219,41.87,1
-121.192,41.871,1
-121.164,41.872,1
-121.137,41.873,2
-121.11,41.874,3
-121.083,41.875,3
-121.056,41.876,3
-121.029,41.877,3
-121.002,41.878,3
-120.975,41.879,3
-120.948,41.879,3
-120.92,41.88,3
-120.893,41.881,3
-120.866,41.882,3
-120.839,41.883,3
-120.812,41.884,3
-120.785,41.885,3
-120.757,41.886,3
-120.73,41.887,3
